description,title,code_block,python_version
,new-features - pep-634-structural-pattern-matching,"def http_error(status):
    match status:
        case 400:
            return ""Bad request""
        case 404:
            return ""Not found""
        case 418:
            return ""I'm a teapot""
        case _:
            return ""Something's wrong with the internet""
",3.10
,new-features - pep-634-structural-pattern-matching,"case 401 | 403 | 404:
    return ""Not allowed""
",3.10
,new-features - pep-634-structural-pattern-matching,"def http_error(status):
    match status:
        case 400:
            return ""Bad request""
        case 404:
            return ""Not found""
        case 418:
            return ""I'm a teapot""
",3.10
,new-features - pep-634-structural-pattern-matching,"# point is an (x, y) tuple
match point:
    case (0, 0):
        print(""Origin"")
    case (0, y):
        print(f""Y={y}"")
    case (x, 0):
        print(f""X={x}"")
    case (x, y):
        print(f""X={x}, Y={y}"")
    case _:
        raise ValueError(""Not a point"")
",3.10
,new-features - pep-634-structural-pattern-matching,"class Point:
    x: int
    y: int

def location(point):
    match point:
        case Point(x=0, y=0):
            print(""Origin is the point's location."")
        case Point(x=0, y=y):
            print(f""Y={y} and the point is on the y-axis."")
        case Point(x=x, y=0):
            print(f""X={x} and the point is on the x-axis."")
        case Point():
            print(""The point is located somewhere else on the plane."")
        case _:
            print(""Not a point"")
",3.10
,new-features - pep-634-structural-pattern-matching,"Point(1, var)
Point(1, y=var)
Point(x=1, y=var)
Point(y=var, x=1)
",3.10
,new-features - pep-634-structural-pattern-matching,"match points:
    case []:
        print(""No points in the list."")
    case [Point(0, 0)]:
        print(""The origin is the only point in the list."")
    case [Point(x, y)]:
        print(f""A single point {x}, {y} is in the list."")
    case [Point(0, y1), Point(0, y2)]:
        print(f""Two points on the Y axis at {y1}, {y2} are in the list."")
    case _:
        print(""Something else is found in the list."")
",3.10
,new-features - pep-634-structural-pattern-matching,"match test_variable:
    case ('warning', code, 40):
        print(""A warning has been received."")
    case ('error', code, _):
        print(f""An error {code} occurred."")
",3.10
,new-features - pep-634-structural-pattern-matching,"match point:
    case Point(x, y) if x == y:
        print(f""The point is located on the diagonal Y=X at {x}."")
    case Point(x, y):
        print(f""Point is not on the diagonal."")
",3.10
,new-features - pep-634-structural-pattern-matching,"case (Point(x1, y1), Point(x2, y2) as p2): ...
",3.10
,new-features - pep-634-structural-pattern-matching,"from enum import Enum
class Color(Enum):
    RED = 0
    GREEN = 1
    BLUE = 2

match color:
    case Color.RED:
        print(""I see red!"")
    case Color.GREEN:
        print(""Grass is green"")
    case Color.BLUE:
        print(""I'm feeling the blues :("")
",3.10
"Optional EncodingWarning and encoding=""locale"" option

The default encoding of TextIOWrapper and open() is
platform and locale dependent. Since UTF-8 is used on most Unix
platforms, omitting encoding option when opening UTF-8 files
(e.g. JSON, YAML, TOML, Markdown) is a very common bug. For example:
# BUG: ""rb"" mode or encoding=""utf-8"" should be used.
with open(""data.json"") as f:
    data = json.load(f)


To find this type of bug, an optional EncodingWarning is added.
It is emitted when sys.flags.warn_default_encoding
is true and locale-specific default encoding is used.
-X warn_default_encoding option and PYTHONWARNDEFAULTENCODING
are added to enable the warning.
See Text Encoding for more information.",new-features - optional-encodingwarning-and-encoding-locale-option,"# BUG: ""rb"" mode or encoding=""utf-8"" should be used.
with open(""data.json"") as f:
    data = json.load(f)
",3.10
"PEP 604: New Type Union Operator

A new type union operator was introduced which enables the syntax X | Y.
This provides a cleaner way of expressing ‘either type X or type Y’ instead of
using typing.Union, especially in type hints.
In previous versions of Python, to apply a type hint for functions accepting
arguments of multiple types, typing.Union was used:
def square(number: Union[int, float]) -> Union[int, float]:
    return number ** 2


Type hints can now be written in a more succinct manner:
def square(number: int | float) -> int | float:
    return number ** 2


This new syntax is also accepted as the second argument to isinstance()
and issubclass():
>>> isinstance(1, int | str)
True


See Union Type and PEP 604 for more details.
(Contributed by Maggie Moss and Philippe Prados in bpo-41428,
with additions by Yurii Karabas and Serhiy Storchaka in bpo-44490.)",new-features-related-to-type-hints - pep-604-new-type-union-operator,"def square(number: Union[int, float]) -> Union[int, float]:
    return number ** 2
",3.10
,new-features-related-to-type-hints - pep-604-new-type-union-operator,"def square(number: int | float) -> int | float:
    return number ** 2
",3.10
,new-features-related-to-type-hints - pep-604-new-type-union-operator,">>> isinstance(1, int | str)
True
",3.10
"PEP 613: TypeAlias

PEP 484 introduced the concept of type aliases, only requiring them to be
top-level unannotated assignments. This simplicity sometimes made it difficult
for type checkers to distinguish between type aliases and ordinary assignments,
especially when forward references or invalid types were involved. Compare:
StrCache = 'Cache[str]'  # a type alias
LOG_PREFIX = 'LOG[DEBUG]'  # a module constant


Now the typing module has a special value TypeAlias
which lets you declare type aliases more explicitly:
StrCache: TypeAlias = 'Cache[str]'  # a type alias
LOG_PREFIX = 'LOG[DEBUG]'  # a module constant


See PEP 613 for more details.
(Contributed by Mikhail Golubev in bpo-41923.)",new-features-related-to-type-hints - pep-613-typealias,"StrCache = 'Cache[str]'  # a type alias
LOG_PREFIX = 'LOG[DEBUG]'  # a module constant
",3.10
,new-features-related-to-type-hints - pep-613-typealias,"StrCache: TypeAlias = 'Cache[str]'  # a type alias
LOG_PREFIX = 'LOG[DEBUG]'  # a module constant
",3.10
"dataclasses


__slots__

Added slots parameter in dataclasses.dataclass() decorator.
(Contributed by Yurii Karabas in bpo-42269)


Keyword-only fields

dataclasses now supports fields that are keyword-only in the
generated __init__ method.  There are a number of ways of specifying
keyword-only fields.
You can say that every field is keyword-only:
from dataclasses import dataclass

@dataclass(kw_only=True)
class Birthday:
    name: str
    birthday: datetime.date


Both name and birthday are keyword-only parameters to the
generated __init__ method.
You can specify keyword-only on a per-field basis:
from dataclasses import dataclass

@dataclass
class Birthday:
    name: str
    birthday: datetime.date = field(kw_only=True)


Here only birthday is keyword-only.  If you set kw_only on
individual fields, be aware that there are rules about re-ordering
fields due to keyword-only fields needing to follow non-keyword-only
fields.  See the full dataclasses documentation for details.
You can also specify that all fields following a KW_ONLY marker are
keyword-only.  This will probably be the most common usage:
from dataclasses import dataclass, KW_ONLY

@dataclass
class Point:
    x: float
    y: float
    _: KW_ONLY
    z: float = 0.0
    t: float = 0.0


Here, z and t are keyword-only parameters, while x and
y are not.
(Contributed by Eric V. Smith in bpo-43532.)",improved-modules - dataclasses,"from dataclasses import dataclass

@dataclass(kw_only=True)
class Birthday:
    name: str
    birthday: datetime.date
",3.10
,improved-modules - dataclasses,"from dataclasses import dataclass

@dataclass
class Birthday:
    name: str
    birthday: datetime.date = field(kw_only=True)
",3.10
,improved-modules - dataclasses,"from dataclasses import dataclass, KW_ONLY

@dataclass
class Point:
    x: float
    y: float
    _: KW_ONLY
    z: float = 0.0
    t: float = 0.0
",3.10
"typing

For major changes, see New Features Related to Type Hints.
The behavior of typing.Literal was changed to conform with PEP 586
and to match the behavior of static type checkers specified in the PEP.

Literal now de-duplicates parameters.
Equality comparisons between Literal objects are now order independent.
Literal comparisons now respect types.  For example,
Literal[0] == Literal[False] previously evaluated to True.  It is
now False.  To support this change, the internally used type cache now
supports differentiating types.
Literal objects will now raise a TypeError exception during
equality comparisons if any of their parameters are not hashable.
Note that declaring Literal with unhashable parameters will not throw
an error:
>>> from typing import Literal
>>> Literal[{0}]
>>> Literal[{0}] == Literal[{False}]
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
TypeError: unhashable type: 'set'




(Contributed by Yurii Karabas in bpo-42345.)
Add new function typing.is_typeddict() to introspect if an annotation
is a typing.TypedDict.
(Contributed by Patrick Reader in bpo-41792.)
Subclasses of typing.Protocol which only have data variables declared
will now raise a TypeError when checked with isinstance unless they
are decorated with runtime_checkable().  Previously, these checks
passed silently.  Users should decorate their
subclasses with the runtime_checkable() decorator
if they want runtime protocols.
(Contributed by Yurii Karabas in bpo-38908.)
Importing from the typing.io and typing.re submodules will now emit
DeprecationWarning.  These submodules have been deprecated since
Python 3.8 and will be removed in a future version of Python.  Anything
belonging to those submodules should be imported directly from
typing instead.
(Contributed by Sebastian Rittau in bpo-38291.)",improved-modules - typing,">>> from typing import Literal
>>> Literal[{0}]
>>> Literal[{0}] == Literal[{False}]
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
TypeError: unhashable type: 'set'
",3.10
